actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
259,PT06M26.00S,2024-11-13T00:51:36.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,91.27792378449409,96.32352941176471,1610612738,41,38,2024-11-13T00:51:41Z,2530000,False,232.0,29.0,1,right,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,23.35,Missed,,,,,,,,,,,,,,,,,,
260,PT06M24.00S,2024-11-13T00:51:38.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,41,38,2024-11-13T00:51:41Z,2540000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Right Corner 3,24+ Right,,,,,259.0,,,,,,,,,,,,,,,
262,PT06M04.00S,2024-11-13T00:52:09.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,11.12023653088042,46.07843137254902,1610612737,41,40,2024-11-13T00:52:14Z,2560000,False,20.0,52.0,1,left,D. Daniels driving floating Jump Shot (9 PTS),[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,5.56,Made,,,,,,,,,,,9.0,,,,,,,
263,PT05M45.00S,2024-11-13T00:52:28.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,80.3712220762155,35.049019607843135,1610612738,43,40,2024-11-13T00:52:33Z,2570000,False,-75.0,132.0,1,right,D. White 15' pullup Jump Shot (9 PTS) (J. Tatum 2 AST),"[1628401, 1628369]",1610612738.0,BOS,pullup,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,15.17,Made,,,,,,,,,,,9.0,J. Tatum,1628369.0,2.0,,,,
265,PT05M33.00S,2024-11-13T00:52:44.2Z,2,REGULAR,3pt,Jump Shot,[],1629726,27.414586070959263,79.41176470588235,1610612737,43,40,2024-11-13T00:53:30Z,2590000,False,-147.0,205.0,1,left,MISS G. Mathews 25' pullup 3PT - blocked,"[1629726, 1630573]",1610612737.0,ATL,pullup,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Left Center,25.25,Missed,Hauser,1630573.0,,,,,,,,,,,,,,,,
266,PT05M33.00S,2024-11-13T00:52:44.2Z,2,REGULAR,block,,[],1630573,,,1610612737,43,40,2024-11-13T00:52:47Z,2600000,False,,,0,,S. Hauser BLOCK (1 BLK),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
267,PT05M32.00S,2024-11-13T00:52:45.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,43,40,2024-11-13T00:52:51Z,2610000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,265.0,,,,,,,,,,,,,,,
269,PT05M32.00S,2024-11-13T00:52:50.1Z,2,REGULAR,substitution,out,[],1641775,,,1610612737,43,40,2024-11-13T00:53:00Z,2630000,False,,,0,,SUB out: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M32.00S,2024-11-13T00:52:50.1Z,2,REGULAR,substitution,out,[],1642258,,,1610612737,43,40,2024-11-13T00:53:00Z,2640000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M32.00S,2024-11-13T00:52:50.1Z,2,REGULAR,substitution,out,[],1630168,,,1610612737,43,40,2024-11-13T00:53:00Z,2650000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M32.00S,2024-11-13T00:52:50.1Z,2,REGULAR,substitution,in,[],201143,,,1610612737,43,40,2024-11-13T00:53:00Z,2660000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M32.00S,2024-11-13T00:52:50.1Z,2,REGULAR,substitution,in,[],1630811,,,1610612737,43,40,2024-11-13T00:53:00Z,2670000,False,,,0,,SUB in: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M32.00S,2024-11-13T00:52:50.1Z,2,REGULAR,substitution,in,[],203991,,,1610612737,43,40,2024-11-13T00:53:00Z,2680000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M29.00S,2024-11-13T00:53:04.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630700,31.225361366622867,70.83333333333334,1610612737,43,40,2024-11-13T00:53:56Z,2690000,False,-104.0,241.0,1,left,MISS D. Daniels 26' pullup 3PT,[1630700],1610612737.0,ATL,pullup,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,26.26,Missed,,,,,,,,,,,,,,,,,,
276,PT05M27.00S,2024-11-13T00:53:06.7Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,43,40,2024-11-13T00:53:10Z,2700000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,275.0,2.0,2.0,0.0,,,,,,,,,,,,
277,PT05M11.00S,2024-11-13T00:53:21.6Z,2,REGULAR,3pt,Jump Shot,[],1628401,70.12155059132719,22.058823529411764,1610612738,46,40,2024-11-13T00:53:25Z,2710000,False,-140.0,228.0,1,right,D. White 26' 3PT  (12 PTS) (J. Tatum 3 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.77,Made,,,,,,,,,,,12.0,J. Tatum,1628369.0,3.0,,,,
279,PT04M54.00S,2024-11-13T00:53:38.6Z,2,REGULAR,3pt,Jump Shot,[],1630811,31.225361366622867,76.7156862745098,1610612737,46,40,2024-11-13T00:53:51Z,2730000,False,-134.0,241.0,1,left,MISS K. Wallace 27' 3PT,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,Above the Break 3,24+ Left Center,27.56,Missed,,,,,,,,,,,,,,,,,,
280,PT04M52.00S,2024-11-13T00:53:40.6Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,46,40,2024-11-13T00:53:51Z,2740000,False,,,0,,C. Capela REBOUND (Off:4 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,279.0,6.0,2.0,4.0,,,,,,,,,,,,
281,PT04M51.00S,2024-11-13T00:53:43.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,10.249671484888305,42.467064950980394,1610612737,46,40,2024-11-13T00:54:38Z,2750000,False,38.0,44.0,1,left,MISS C. Capela putback Layup - blocked,"[203991, 1629674]",1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,5.78,Missed,Queta,1629674.0,,,,,,,,,,,,,,,,
282,PT04M51.00S,2024-11-13T00:53:43.7Z,2,REGULAR,block,,[],1629674,,,1610612737,46,40,2024-11-13T00:53:45Z,2760000,False,,,0,,N. Queta BLOCK (1 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
283,PT04M50.00S,2024-11-13T00:53:44.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,46,40,2024-11-13T00:54:01Z,2770000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,281.0,,,,,,,,,,,,,,,
285,PT04M50.00S,2024-11-13T00:53:57.3Z,2,REGULAR,substitution,out,[],1630573,,,1610612737,46,40,2024-11-13T00:53:59Z,2790000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M50.00S,2024-11-13T00:53:57.3Z,2,REGULAR,substitution,in,[],1627759,,,1610612737,46,40,2024-11-13T00:53:59Z,2800000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M43.00S,2024-11-13T00:54:15.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626204,31.350607752956638,33.69332107843137,1610612737,46,43,2024-11-13T00:58:36Z,2810000,False,82.0,242.0,1,left,L. Nance Jr. 25' 3PT  (8 PTS),[1626204],1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Right Center,25.55,Made,,,,,,,,,,,8.0,,,,,,,
288,PT04M29.00S,2024-11-13T00:54:29.1Z,2,REGULAR,3pt,Jump Shot,[],201143,68.15045992115637,29.411764705882355,1610612738,49,43,2024-11-13T00:54:32Z,2820000,False,-103.0,247.0,1,right,A. Horford 26' 3PT  (3 PTS) (J. Tatum 4 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,26.75,Made,,,,,,,,,,,3.0,J. Tatum,1628369.0,4.0,,,,
290,PT04M17.00S,2024-11-13T00:54:41.1Z,2,REGULAR,2pt,Jump Shot,[],1630811,10.463206307490145,67.40196078431373,1610612737,49,43,2024-11-13T00:54:50Z,2840000,False,-87.0,46.0,1,left,MISS K. Wallace 9' driving floating Shot,[1630811],1610612737.0,ATL,driving floating,,,Wallace,K. Wallace,,,,,Mid-Range,8-16 Left,9.84,Missed,,,,,,,,,,,,,,,,,,
291,PT04M15.00S,2024-11-13T00:54:43.1Z,2,REGULAR,rebound,defensive,[],1629674,,,1610612738,49,43,2024-11-13T00:55:33Z,2850000,False,,,0,,N. Queta REBOUND (Off:2 Def:2),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Mid-Range,8-16 Left,,,,,290.0,4.0,2.0,2.0,,,,,,,,,,,,
292,PT04M04.00S,2024-11-13T00:54:54.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.80354796320631,41.66666666666667,1610612738,51,43,2024-11-13T00:54:57Z,2860000,False,-42.0,25.0,1,right,J. Tatum driving Layup (10 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,4.84,Made,,,,,,,,,,,10.0,,,,,,,
293,PT04M04.00S,2024-11-13T00:55:00.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,51,43,2024-11-13T00:55:00Z,2870000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT04M04.00S,2024-11-13T00:57:25.3Z,2,REGULAR,substitution,out,[],1629726,,,1610612737,51,43,2024-11-13T00:58:05Z,2880000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT04M04.00S,2024-11-13T00:57:25.3Z,2,REGULAR,substitution,in,[],1630552,,,1610612737,51,43,2024-11-13T00:58:05Z,2890000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M54.00S,2024-11-13T00:58:52.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,8.672798948751643,41.96537990196079,1610612737,51,43,2024-11-13T00:58:59Z,2910000,False,40.0,29.0,1,left,MISS D. Daniels driving Layup,[1630700],1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,4.96,Missed,,,,,,,,,,,,,,,,,,
298,PT03M53.00S,2024-11-13T00:58:53.2Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,51,43,2024-11-13T00:58:59Z,2920000,False,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,297.0,5.0,5.0,0.0,,,,,,,,,,,,
299,PT03M47.00S,2024-11-13T00:58:58.6Z,2,REGULAR,3pt,Jump Shot,[],201143,63.6826544021025,36.27450980392157,1610612738,54,43,2024-11-13T03:08:30Z,2930000,False,-69.0,289.0,1,right,A. Horford 29' 3PT  (6 PTS) (J. Tatum 5 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,29.69,Made,,,,,,,,,,,6.0,J. Tatum,1628369.0,5.0,,,,
301,PT03M30.00S,2024-11-13T00:59:14.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,12.434296977660972,62.745098039215684,1610612737,54,45,2024-11-13T00:59:56Z,2950000,False,-64.0,64.0,1,left,J. Johnson 9' floating Jump Shot (9 PTS),[1630552],1610612737.0,ATL,floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Left,9.06,Made,,,,,,,,,,,9.0,,,,,,,
302,PT03M15.00S,2024-11-13T00:59:29.7Z,2,REGULAR,turnover,bad pass,[],201143,,,1610612738,54,45,2024-11-13T00:59:33Z,2960000,False,,,0,,A. Horford bad pass TURNOVER (1 TO),"[201143, 203991]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,1.0,Capela,203991.0,,,,,,,,
303,PT03M15.00S,2024-11-13T00:59:29.7Z,2,REGULAR,steal,,[],203991,,,1610612737,54,45,2024-11-13T00:59:31Z,2970000,False,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
304,PT03M08.00S,2024-11-13T00:59:37.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630552,30.042706964520367,73.77450980392157,1610612737,54,48,2024-11-13T01:00:30Z,2980000,False,-119.0,230.0,1,left,J. Johnson 25' 3PT running (12 PTS) (K. Wallace 4 AST),"[1630552, 1630811]",1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,25.88,Made,,,,,,,,,,,12.0,K. Wallace,1630811.0,4.0,,,,
306,PT02M41.00S,2024-11-13T01:00:04.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,88.30486202365309,58.35631127450981,1610612738,54,48,2024-11-13T01:00:12Z,3000000,False,42.0,57.0,1,right,MISS J. Tatum 7' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,7.1,Missed,,,,,,,,,,,,,,,,,,
307,PT02M39.00S,2024-11-13T01:00:06.8Z,2,REGULAR,rebound,defensive,[],1630811,,,1610612737,54,48,2024-11-13T01:00:12Z,3010000,False,,,0,,K. Wallace REBOUND (Off:0 Def:2),[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,306.0,2.0,2.0,0.0,,,,,,,,,,,,
308,PT02M34.00S,2024-11-13T01:00:11.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630811,8.492115637319317,58.57843137254902,1610612737,54,48,2024-11-13T01:00:43Z,3020000,False,-43.0,27.0,1,left,MISS K. Wallace running Layup - blocked,"[1630811, 1629674]",1610612737.0,ATL,running,,,Wallace,K. Wallace,,,,,In The Paint (Non-RA),0-8 Center,5.08,Missed,Queta,1629674.0,,,,,,,,,,,,,,,,
309,PT02M34.00S,2024-11-13T01:00:11.5Z,2,REGULAR,block,,[],1629674,,,1610612737,54,48,2024-11-13T01:00:23Z,3030000,False,,,0,,N. Queta BLOCK (2 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
310,PT02M33.00S,2024-11-13T01:00:12.5Z,2,REGULAR,rebound,offensive,[],1630552,,,1610612737,54,48,2024-11-13T01:00:43Z,3040000,False,,,0,,J. Johnson REBOUND (Off:1 Def:4),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,308.0,5.0,4.0,1.0,,,,,,,,,,,,
311,PT02M31.00S,2024-11-13T01:00:31.3Z,2,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612737,54,48,2024-11-13T01:00:39Z,3050000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Capela 2 FT),"[1628369, 203991]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2002.0,,,,,,,,1.0,0.0,Capela,203991.0
313,PT02M31.00S,2024-11-13T01:00:43.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203991,,,1610612737,54,49,2024-11-13T01:00:43Z,3070000,False,,,0,,C. Capela Free Throw 1 of 2 (5 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
314,PT02M31.00S,2024-11-13T01:00:44.6Z,2,REGULAR,substitution,out,[],1629674,,,1610612737,54,49,2024-11-13T01:00:48Z,3080000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M31.00S,2024-11-13T01:00:44.6Z,2,REGULAR,substitution,in,[],201950,,,1610612737,54,49,2024-11-13T01:00:48Z,3090000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M31.00S,2024-11-13T01:01:02.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203991,,,1610612737,54,50,2024-11-13T01:01:02Z,3100000,False,,,0,,C. Capela Free Throw 2 of 2 (6 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
317,PT02M15.00S,2024-11-13T01:01:19.6Z,2,REGULAR,2pt,Jump Shot,[],1628401,78.0059132720105,50.73529411764706,1610612738,56,50,2024-11-13T01:01:24Z,3110000,False,4.0,154.0,1,right,D. White 15' pullup Jump Shot (14 PTS) (A. Horford 1 AST),"[1628401, 201143]",1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,8-16 Center,15.42,Made,,,,,,,,,,,14.0,A. Horford,201143.0,1.0,,,,
319,PT02M06.00S,2024-11-13T01:01:29.2Z,2,REGULAR,3pt,Jump Shot,[],1630811,31.750985545335087,65.93137254901961,1610612737,56,50,2024-11-13T01:02:55Z,3130000,False,-80.0,246.0,1,left,MISS K. Wallace 25' pullup 3PT,[1630811],1610612737.0,ATL,pullup,,,Wallace,K. Wallace,,,,,Above the Break 3,24+ Center,25.86,Missed,,,,,,,,,,,,,,,,,,
320,PT02M05.00S,2024-11-13T01:01:30.2Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,56,50,2024-11-13T01:01:35Z,3140000,False,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,319.0,2.0,1.0,1.0,,,,,,,,,,,,
321,PT01M54.00S,2024-11-13T01:01:41.9Z,2,REGULAR,foul,personal,['2freethrow'],1630811,,,1610612738,56,50,2024-11-13T01:01:52Z,3150000,False,,,0,,K. Wallace shooting personal FOUL (1 PF) (Holiday 2 FT),"[1630811, 201950]",1610612737.0,ATL,shooting,,,Wallace,K. Wallace,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2002.0,,,,,,,,1.0,0.0,Holiday,201950.0
323,PT01M54.00S,2024-11-13T01:02:05.9Z,2,REGULAR,freethrow,1 of 2,[],201950,,,1610612738,57,50,2024-11-13T01:02:05Z,3170000,False,,,0,,J. Holiday Free Throw 1 of 2 (5 PTS),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
324,PT01M54.00S,2024-11-13T01:02:06.9Z,2,REGULAR,substitution,out,[],1626204,,,1610612738,57,50,2024-11-13T01:02:09Z,3180000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT01M54.00S,2024-11-13T01:02:06.9Z,2,REGULAR,substitution,in,[],1629726,,,1610612738,57,50,2024-11-13T01:02:09Z,3190000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M54.00S,2024-11-13T01:02:24.6Z,2,REGULAR,freethrow,2 of 2,[],201950,,,1610612738,58,50,2024-11-13T01:02:24Z,3200000,False,,,0,,J. Holiday Free Throw 2 of 2 (6 PTS),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
327,PT01M42.00S,2024-11-13T01:02:37.4Z,2,REGULAR,2pt,Hook,[],203991,11.383048620236531,32.59803921568628,1610612737,58,52,2024-11-13T01:02:41Z,3210000,False,87.0,55.0,1,left,C. Capela 10' turnaround Hook (8 PTS) (K. Wallace 5 AST),"[203991, 1630811]",1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,Mid-Range,8-16 Right,10.27,Made,,,,,,,,,,,8.0,K. Wallace,1630811.0,5.0,,,,
329,PT01M31.00S,2024-11-13T01:02:48.5Z,2,REGULAR,3pt,Jump Shot,[],1628369,69.85873850197109,28.186274509803923,1610612738,61,52,2024-11-13T01:02:52Z,3230000,False,-109.0,231.0,1,right,J. Tatum 25' 3PT  (13 PTS) (J. Holiday 3 AST),"[1628369, 201950]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,25.53,Made,,,,,,,,,,,13.0,J. Holiday,201950.0,3.0,,,,
331,PT01M22.00S,2024-11-13T01:02:59.0Z,2,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612737,61,52,2024-11-13T01:03:09Z,3250000,False,,,0,,J. Tatum shooting personal FOUL (2 PF) (Daniels 2 FT),"[1628369, 1630700]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2002.0,,,,,,,,2.0,0.0,Daniels,1630700.0
333,PT01M22.00S,2024-11-13T01:03:23.7Z,2,REGULAR,freethrow,1 of 2,[],1630700,,,1610612737,61,52,2024-11-13T01:03:41Z,3270000,False,,,0,,MISS D. Daniels Free Throw 1 of 2,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
334,PT01M22.00S,2024-11-13T01:03:23.7Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,61,52,2024-11-13T01:03:41Z,3280000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,333.0,,,,,,,,,,,,,,,
335,PT01M22.00S,2024-11-13T01:03:23.7Z,2,REGULAR,freethrow,2 of 2,[],1630700,,,1610612737,61,52,2024-11-13T01:03:41Z,3290000,False,,,0,,MISS D. Daniels Free Throw 2 of 2,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
336,PT01M21.00S,2024-11-13T01:03:24.7Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,61,52,2024-11-13T01:03:41Z,3300000,False,,,0,,C. Capela REBOUND (Off:5 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,335.0,7.0,2.0,5.0,,,,,,,,,,,,
337,PT01M18.00S,2024-11-13T01:03:40.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629726,28.728646517739815,20.588235294117645,1610612737,61,52,2024-11-13T01:03:50Z,3310000,False,147.0,218.0,1,left,MISS G. Mathews 26' 3PT,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Right Center,26.26,Missed,,,,,,,,,,,,,,,,,,
338,PT01M16.00S,2024-11-13T01:03:42.3Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,61,52,2024-11-13T01:03:50Z,3320000,False,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,337.0,3.0,3.0,0.0,,,,,,,,,,,,
339,PT01M09.00S,2024-11-13T01:03:49.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627759,92.9862023653088,51.470588235294116,1610612738,63,52,2024-11-13T01:03:55Z,3330000,False,7.0,13.0,1,right,J. Brown running alley-oop DUNK (18 PTS) (D. White 3 AST),"[1627759, 1628401]",1610612738.0,BOS,running alley-oop,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.53,Made,,,,,,,,,,,18.0,D. White,1628401.0,3.0,,,,
341,PT00M56.50S,2024-11-13T01:04:04.1Z,2,REGULAR,turnover,traveling,[],1629726,,,1610612737,63,52,2024-11-13T01:04:08Z,3350000,False,,,0,,G. Mathews traveling TURNOVER (2 TO),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1626300.0,2.0,,,,,,,,,,
342,PT00M37.00S,2024-11-13T01:04:35.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,79.05716162943496,51.9607843137255,1610612738,63,52,2024-11-13T01:04:42Z,3360000,False,10.0,144.0,1,right,MISS J. Brown 14' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,14.47,Missed,,,,,,,,,,,,,,,,,,
343,PT00M36.30S,2024-11-13T01:04:36.6Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,63,52,2024-11-13T01:04:42Z,3370000,False,,,0,,C. Capela REBOUND (Off:5 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,8-16 Center,,,,,342.0,8.0,3.0,5.0,,,,,,,,,,,,
344,PT00M25.90S,2024-11-13T01:04:47.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203991,6.783837056504599,49.01960784313725,1610612737,63,54,2024-11-13T01:04:53Z,3380000,False,5.0,11.0,1,left,C. Capela cutting Layup (10 PTS) (D. Daniels 3 AST),"[203991, 1630700]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,,,,,10.0,D. Daniels,1630700.0,3.0,,,,
